% Model:              microstrip_patch_antenna.mph
% Version:            COMSOL 5.0.0.243
% Date:               Mar 31 2023, 16:50
% Dimension:          3
% Nodes:              1000000
% Expressions:        1
% Description:        Electric field, y component
% Length unit:        mm
% Theta           Phi              r
2.25306140        0.76159822       0.02019620
2.25306140        0.82506474       0.02172299
2.25306140        0.88853126       0.02326690
2.25306140        0.95199777       0.02478290
2.25306140        1.01546429       0.02623785
2.25306140        1.07893081       0.02760715
2.25306140        1.14239733       0.02887237
2.25306140        1.20586385       0.03001950
2.25306140        1.26933037       0.03103782
2.25306140        1.33279688       0.03191911
2.25306140        1.39626340       0.03265705
2.25306140        1.45972992       0.03324689
2.25306140        1.52319644       0.03368515
2.25306140        1.58666296       0.03396939
2.25306140        1.65012947       0.03409816
2.25306140        1.71359599       0.03407082
2.25306140        1.77706251       0.03388753
2.25306140        1.84052903       0.03354916
2.25306140        1.90399555       0.03305730
2.25306140        1.96746207       0.03241418
2.25306140        2.03092858       0.03162273
2.25306140        2.09439510       0.03068648
2.25306140        2.15786162       0.02960961
2.25306140        2.22132814       0.02839692
2.25306140        2.28479466       0.02705382
2.25306140        2.34826118       0.02558629
2.25306140        2.41172769       0.02400091
2.25306140        2.47519421       0.02230481
2.25306140        2.53866073       0.02050565
2.25306140        2.60212725       0.01861159
2.25306140        2.66559377       0.01663125
2.25306140        2.72906028       0.01433608
2.25306140        2.79252680       0.01206114
2.25306140        2.85599332       0.00982141
2.25306140        2.91945984       0.00761002
2.25306140        2.98292636       0.00542039
2.25306140        3.04639288       0.00324612
2.25306140        3.10985939       0.00108103
2.25306140        3.17332591       0.00108103
2.25306140        3.23679243       0.00324612
2.25306140        3.30025895       0.00542039
2.25306140        3.36372547       0.00761002
2.25306140        3.42719199       0.00982141
2.25306140        3.49065850       0.01206114
2.25306140        3.55412502       0.01433608
2.25306140        3.61759154       0.01663125
2.25306140        3.68105806       0.01861159
2.25306140        3.74452458       0.02050565
2.25306140        3.80799110       0.02230481
2.25306140        3.87145761       0.02400091
2.25306140        3.93492413       0.02558629
2.25306140        3.99839065       0.02705382
2.25306140        4.06185717       0.02839692
2.25306140        4.12532369       0.02960961
2.25306140        4.18879020       0.03068648
2.25306140        4.25225672       0.03162273
2.25306140        4.31572324       0.03241418
2.25306140        4.37918976       0.03305730
2.25306140        4.44265628       0.03354916
2.25306140        4.50612280       0.03388753
2.25306140        4.56958931       0.03407082
2.25306140        4.63305583       0.03409816
2.25306140        4.69652235       0.03396939
2.25306140        4.75998887       0.03368515
2.25306140        4.82345539       0.03324689
2.25306140        4.88692191       0.03265705
2.25306140        4.95038842       0.03191911
2.25306140        5.01385494       0.03103782
2.25306140        5.07732146       0.03001950
2.25306140        5.14078798       0.02887237
2.25306140        5.20425450       0.02760715
2.25306140        5.26772102       0.02623785
2.25306140        5.33118753       0.02478290
2.25306140        5.39465405       0.02326690
2.25306140        5.45812057       0.02172299
2.25306140        5.52158709       0.02019620
2.25306140        5.58505361       0.01874775
2.25306140        5.64852012       0.01745944
2.25306140        5.71198664       0.01643539
2.25306140        5.77545316       0.01579550
2.25306140        5.83891968       0.01565418
2.25306140        5.90238620       0.01608702
2.25306140        5.96585272       0.01710530
2.25306140        6.02931923       0.01865917
2.25306140        6.09278575       0.02066460
2.25306140        6.15625227       0.02303147
2.25306140        6.21971879       0.02567936
2.25306140        6.28318531       0.02854212
2.28479466        0.00000000       0.02854212
2.28479466        0.06346652       0.02573441
2.28479466        0.12693304       0.02309433
2.28479466        0.19039955       0.02068171
2.28479466        0.25386607       0.01857167
2.28479466        0.31733259       0.01685412
2.28479466        0.38079911       0.01562426
2.28479466        0.44426563       0.01495839
2.28479466        0.50773215       0.01488078
2.28479466        0.57119866       0.01534475
2.28479466        0.63466518       0.01624723
2.28479466        0.69813170       0.01746449
2.28479466        0.76159822       0.01888206
2.28479466        0.82506474       0.02040741
2.28479466        0.88853126       0.02197064
2.28479466        0.95199777       0.02352022
2.28479466        1.01546429       0.02501832
2.28479466        1.07893081       0.02643693
2.28479466        1.14239733       0.02775506
2.28479466        1.20586385       0.02895679
2.28479466        1.26933037       0.03002993
2.28479466        1.33279688       0.03096514
2.28479466        1.39626340       0.03175527
2.28479466        1.45972992       0.03239495
2.28479466        1.52319644       0.03288027
2.28479466        1.58666296       0.03320857
2.28479466        1.65012947       0.03337830
2.28479466        1.71359599       0.03338885
2.28479466        1.77706251       0.03324054
2.28479466        1.84052903       0.03293447
2.28479466        1.90399555       0.03247254
2.28479466        1.96746207       0.03185736
2.28479466        2.03092858       0.03109226
2.28479466        2.09439510       0.03018120
2.28479466        2.15786162       0.02912879
2.28479466        2.22132814       0.02794026
2.28479466        2.28479466       0.02662140
2.28479466        2.34826118       0.02517859
2.28479466        2.41172769       0.02361869
2.28479466        2.47519421       0.02194912
2.28479466        2.53866073       0.02017773
2.28479466        2.60212725       0.01818486
2.28479466        2.66559377       0.01586496
2.28479466        2.72906028       0.01361355
2.28479466        2.79252680       0.01142099
2.28479466        2.85599332       0.00927784
2.28479466        2.91945984       0.00717483
2.28479466        2.98292636       0.00510284
2.28479466        3.04639288       0.00305291
2.28479466        3.10985939       0.00101617
2.28479466        3.17332591       0.00101617
2.28479466        3.23679243       0.00305291
2.28479466        3.30025895       0.00510284
2.28479466        3.36372547       0.00717483
2.28479466        3.42719199       0.00927784
2.28479466        3.49065850       0.01142099
2.28479466        3.55412502       0.01361355
2.28479466        3.61759154       0.01586496
2.28479466        3.68105806       0.01818486
2.28479466        3.74452458       0.02017773
2.28479466        3.80799110       0.02194912
2.28479466        3.87145761       0.02361869
2.28479466        3.93492413       0.02517859
2.28479466        3.99839065       0.02662140
2.28479466        4.06185717       0.02794026
2.28479466        4.12532369       0.02912879
2.28479466        4.18879020       0.03018120
2.28479466        4.25225672       0.03109226
2.28479466        4.31572324       0.03185736
2.28479466        4.37918976       0.03247254
2.28479466        4.44265628       0.03293447
2.28479466        4.50612280       0.03324054
2.28479466        4.56958931       0.03338885
2.28479466        4.63305583       0.03337830
2.28479466        4.69652235       0.03320857
2.28479466        4.75998887       0.03288027
2.28479466        4.82345539       0.03239495
2.28479466        4.88692191       0.03175527
2.28479466        4.95038842       0.03096514
2.28479466        5.01385494       0.03002993
2.28479466        5.07732146       0.02895679
2.28479466        5.14078798       0.02775506
2.28479466        5.20425450       0.02643693
2.28479466        5.26772102       0.02501832
2.28479466        5.33118753       0.02352022
2.28479466        5.39465405       0.02197064
2.28479466        5.45812057       0.02040741
2.28479466        5.52158709       0.01888206
2.28479466        5.58505361       0.01746449
2.28479466        5.64852012       0.01624723
2.28479466        5.71198664       0.01534475
2.28479466        5.77545316       0.01488078
2.28479466        5.83891968       0.01495839
2.28479466        5.90238620       0.01562426
2.28479466        5.96585272       0.01685412
2.28479466        6.02931923       0.01857167
2.28479466        6.09278575       0.02068171
2.28479466        6.15625227       0.02309433
2.28479466        6.21971879       0.02573441
2.28479466        6.28318531       0.02854212
2.31652792        0.00000000       0.02854212
2.31652792        0.06346652       0.02580336
2.31652792        0.12693304       0.02318971
2.31652792        0.19039955       0.02075417
2.31652792        0.25386607       0.01856466
2.31652792        0.31733259       0.01670637
2.31652792        0.38079911       0.01527814
2.31652792        0.44426563       0.01437546
2.31652792        0.50773215       0.01405724
2.31652792        0.57119866       0.01431331
2.31652792        0.63466518       0.01506174
2.31652792        0.69813170       0.01618071
2.31652792        0.76159822       0.01754662
2.31652792        0.82506474       0.01905545
2.31652792        0.88853126       0.02062742
2.31652792        0.95199777       0.02220368
2.31652792        1.01546429       0.02374113
2.31652792        1.07893081       0.02520802
2.31652792        1.14239733       0.02658061
2.31652792        1.20586385       0.02784089
2.31652792        1.26933037       0.02897507
2.31652792        1.33279688       0.02997251
2.31652792        1.39626340       0.03082505
2.31652792        1.45972992       0.03152646
2.31652792        1.52319644       0.03207218
2.31652792        1.58666296       0.03245901
2.31652792        1.65012947       0.03268498
2.31652792        1.71359599       0.03274919
2.31652792        1.77706251       0.03265174
2.31652792        1.84052903       0.03239363
2.31652792        1.90399555       0.03197671
2.31652792        1.96746207       0.03140363
2.31652792        2.03092858       0.03067776
2.31652792        2.09439510       0.02980321
2.31652792        2.15786162       0.02878475
2.31652792        2.22132814       0.02762778
2.31652792        2.28479466       0.02633832
2.31652792        2.34826118       0.02492294
2.31652792        2.41172769       0.02338874
2.31652792        2.47519421       0.02174335
2.31652792        2.53866073       0.01998243
2.31652792        2.60212725       0.01758179
2.31652792        2.66559377       0.01528013
2.31652792        2.72906028       0.01306593
2.31652792        2.79252680       0.01092757
2.31652792        2.85599332       0.00885335
2.31652792        2.91945984       0.00683160
2.31652792        2.98292636       0.00485062
2.31652792        3.04639288       0.00289874
2.31652792        3.10985939       0.00096431
2.31652792        3.17332591       0.00096431
2.31652792        3.23679243       0.00289874
2.31652792        3.30025895       0.00485062
2.31652792        3.36372547       0.00683160
2.31652792        3.42719199       0.00885335
2.31652792        3.49065850       0.01092757
2.31652792        3.55412502       0.01306593
2.31652792        3.61759154       0.01528013
2.31652792        3.68105806       0.01758179
2.31652792        3.74452458       0.01998243
2.31652792        3.80799110       0.02174335
2.31652792        3.87145761       0.02338874
2.31652792        3.93492413       0.02492294
2.31652792        3.99839065       0.02633832
2.31652792        4.06185717       0.02762778
2.31652792        4.12532369       0.02878475
2.31652792        4.18879020       0.02980321
2.31652792        4.25225672       0.03067776
2.31652792        4.31572324       0.03140363
2.31652792        4.37918976       0.03197671
2.31652792        4.44265628       0.03239363
2.31652792        4.50612280       0.03265174
2.31652792        4.56958931       0.03274919
2.31652792        4.63305583       0.03268498
2.31652792        4.69652235       0.03245901
2.31652792        4.75998887       0.03207218
2.31652792        4.82345539       0.03152646
2.31652792        4.88692191       0.03082505
2.31652792        4.95038842       0.02997251
2.31652792        5.01385494       0.02897507
2.31652792        5.07732146       0.02784089
2.31652792        5.14078798       0.02658061
2.31652792        5.20425450       0.02520802
2.31652792        5.26772102       0.02374113
2.31652792        5.33118753       0.02220368
2.31652792        5.39465405       0.02062742
2.31652792        5.45812057       0.01905545
2.31652792        5.52158709       0.01754662
2.31652792        5.58505361       0.01618071
2.31652792        5.64852012       0.01506174
2.31652792        5.71198664       0.01431331
2.31652792        5.77545316       0.01405724
2.31652792        5.83891968       0.01437546
2.31652792        5.90238620       0.01527814
2.31652792        5.96585272       0.01670637
2.31652792        6.02931923       0.01856466
2.31652792        6.09278575       0.02075417
2.31652792        6.15625227       0.02318971
2.31652792        6.21971879       0.02580336
2.31652792        6.28318531       0.02854212
2.34826118        0.00000000       0.02854212
2.34826118        0.06346652       0.02588616
2.34826118        0.12693304       0.02331809
2.34826118        0.19039955       0.02088386
2.34826118        0.25386607       0.01864294
2.34826118        0.31733259       0.01667231
2.34826118        0.38079911       0.01506736
2.34826118        0.44426563       0.01393314
2.34826118        0.50773215       0.01335747
2.34826118        0.57119866       0.01337132
2.34826118        0.63466518       0.01392581
2.34826118        0.69813170       0.01491075
2.34826118        0.76159822       0.01619702
2.34826118        0.82506474       0.01766888
2.34826118        0.88853126       0.01923539
2.34826118        0.95199777       0.02082909
2.34826118        1.01546429       0.02240079
2.34826118        1.07893081       0.02391442
2.34826118        1.14239733       0.02534310
2.34826118        1.20586385       0.02666647
2.34826118        1.26933037       0.02786889
2.34826118        1.33279688       0.02893820
2.34826118        1.39626340       0.02986492
2.34826118        1.45972992       0.03064174
2.34826118        1.52319644       0.03126307
2.34826118        1.58666296       0.03172487
2.34826118        1.65012947       0.03202437
2.34826118        1.71359599       0.03216001
2.34826118        1.77706251       0.03213128
2.34826118        1.84052903       0.03193866
2.34826118        1.90399555       0.03158357
2.34826118        1.96746207       0.03106830
2.34826118        2.03092858       0.03039595
2.34826118        2.09439510       0.02957041
2.34826118        2.15786162       0.02859632
2.34826118        2.22132814       0.02747901
2.34826118        2.28479466       0.02622449
2.34826118        2.34826118       0.02483939
2.34826118        2.41172769       0.02333093
2.34826118        2.47519421       0.02170688
2.34826118        2.53866073       0.01973365
2.34826118        2.60212725       0.01729538
2.34826118        2.66559377       0.01497590
2.34826118        2.72906028       0.01276218
2.34826118        2.79252680       0.01064083
2.34826118        2.85599332       0.00859812
2.34826118        2.91945984       0.00662005
2.34826118        2.98292636       0.00469245
2.34826118        3.04639288       0.00280099
2.34826118        3.10985939       0.00093125
2.34826118        3.17332591       0.00093125
2.34826118        3.23679243       0.00280099
2.34826118        3.30025895       0.00469245
2.34826118        3.36372547       0.00662005
2.34826118        3.42719199       0.00859812
2.34826118        3.49065850       0.01064083
2.34826118        3.55412502       0.01276218
2.34826118        3.61759154       0.01497590
2.34826118        3.68105806       0.01729538
2.34826118        3.74452458       0.01973365
2.34826118        3.80799110       0.02170688
2.34826118        3.87145761       0.02333093
2.34826118        3.93492413       0.02483939
2.34826118        3.99839065       0.02622449
2.34826118        4.06185717       0.02747901
2.34826118        4.12532369       0.02859632
2.34826118        4.18879020       0.02957041
2.34826118        4.25225672       0.03039595
2.34826118        4.31572324       0.03106830
2.34826118        4.37918976       0.03158357
2.34826118        4.44265628       0.03193866
2.34826118        4.50612280       0.03213128
2.34826118        4.56958931       0.03216001
2.34826118        4.63305583       0.03202437
2.34826118        4.69652235       0.03172487
2.34826118        4.75998887       0.03126307
2.34826118        4.82345539       0.03064174
2.34826118        4.88692191       0.02986492
2.34826118        4.95038842       0.02893820
2.34826118        5.01385494       0.02786889
2.34826118        5.07732146       0.02666647
2.34826118        5.14078798       0.02534310
2.34826118        5.20425450       0.02391442
2.34826118        5.26772102       0.02240079
2.34826118        5.33118753       0.02082909
2.34826118        5.39465405       0.01923539
2.34826118        5.45812057       0.01766888
2.34826118        5.52158709       0.01619702
2.34826118        5.58505361       0.01491075
2.34826118        5.64852012       0.01392581
2.34826118        5.71198664       0.01337132
2.34826118        5.77545316       0.01335747
2.34826118        5.83891968       0.01393314
2.34826118        5.90238620       0.01506736
2.34826118        5.96585272       0.01667231
2.34826118        6.02931923       0.01864294
2.34826118        6.09278575       0.02088386
2.34826118        6.15625227       0.02331809
2.34826118        6.21971879       0.02588616
2.34826118        6.28318531       0.02854212
2.37999443        0.00000000       0.02854212
2.37999443        0.06346652       0.02583611
2.37999443        0.12693304       0.02321655
2.37999443        0.19039955       0.02072254
2.37999443        0.25386607       0.01840441
2.37999443        0.31733259       0.01632785
2.37999443        0.38079911       0.01457694
2.37999443        0.44426563       0.01325075
2.37999443        0.50773215       0.01244437
2.37999443        0.57119866       0.01221118
2.37999443        0.63466518       0.01252821
2.37999443        0.69813170       0.01329954
2.37999443        0.76159822       0.01439650
2.37999443        0.82506474       0.01569729
2.37999443        0.88853126       0.01710480
2.37999443        0.95199777       0.01854755
2.37999443        1.01546429       0.01997434
2.37999443        1.07893081       0.02134854
2.37999443        1.14239733       0.02264365
2.37999443        1.20586385       0.02384018
2.37999443        1.26933037       0.02492361
2.37999443        1.33279688       0.02588306
2.37999443        1.39626340       0.02671034
2.37999443        1.45972992       0.02739938
2.37999443        1.52319644       0.02794579
2.37999443        1.58666296       0.02834660
2.37999443        1.65012947       0.02860005
2.37999443        1.71359599       0.02870542
2.37999443        1.77706251       0.02866292
2.37999443        1.84052903       0.02847363
2.37999443        1.90399555       0.02813940
2.37999443        1.96746207       0.02766282
2.37999443        2.03092858       0.02704714
2.37999443        2.09439510       0.02629627
2.37999443        2.15786162       0.02541469
2.37999443        2.22132814       0.02440747
2.37999443        2.28479466       0.02328019
2.37999443        2.34826118       0.02203893
2.37999443        2.41172769       0.02069023
2.37999443        2.47519421       0.01924108
2.37999443        2.53866073       0.01753476
2.37999443        2.60212725       0.01529796
2.37999443        2.66559377       0.01318915
2.37999443        2.72906028       0.01119467
2.37999443        2.79252680       0.00930032
2.37999443        2.85599332       0.00749146
2.37999443        2.91945984       0.00575305
2.37999443        2.98292636       0.00406975
2.37999443        3.04639288       0.00242599
2.37999443        3.10985939       0.00080602
2.37999443        3.17332591       0.00080602
2.37999443        3.23679243       0.00242599
2.37999443        3.30025895       0.00406975
2.37999443        3.36372547       0.00575305
2.37999443        3.42719199       0.00749146
2.37999443        3.49065850       0.00930032
2.37999443        3.55412502       0.01119467
2.37999443        3.61759154       0.01318915
2.37999443        3.68105806       0.01529796
2.37999443        3.74452458       0.01753476
2.37999443        3.80799110       0.01924108
2.37999443        3.87145761       0.02069023
2.37999443        3.93492413       0.02203893
2.37999443        3.99839065       0.02328019
2.37999443        4.06185717       0.02440747
2.37999443        4.12532369       0.02541469
2.37999443        4.18879020       0.02629627
2.37999443        4.25225672       0.02704714
2.37999443        4.31572324       0.02766282
2.37999443        4.37918976       0.02813940
2.37999443        4.44265628       0.02847363
2.37999443        4.50612280       0.02866292
2.37999443        4.56958931       0.02870542
2.37999443        4.63305583       0.02860005
2.37999443        4.69652235       0.02834660
2.37999443        4.75998887       0.02794579
2.37999443        4.82345539       0.02739938
2.37999443        4.88692191       0.02671034
2.37999443        4.95038842       0.02588306
2.37999443        5.01385494       0.02492361
2.37999443        5.07732146       0.02384018
2.37999443        5.14078798       0.02264365
2.37999443        5.20425450       0.02134854
2.37999443        5.26772102       0.01997434
2.37999443        5.33118753       0.01854755
2.37999443        5.39465405       0.01710480
2.37999443        5.45812057       0.01569729
2.37999443        5.52158709       0.01439650
2.37999443        5.58505361       0.01329954
2.37999443        5.64852012       0.01252821
2.37999443        5.71198664       0.01221118
2.37999443        5.77545316       0.01244437
2.37999443        5.83891968       0.01325075
2.37999443        5.90238620       0.01457694
2.37999443        5.96585272       0.01632785
2.37999443        6.02931923       0.01840441
2.37999443        6.09278575       0.02072254
2.37999443        6.15625227       0.02321655
2.37999443        6.21971879       0.02583611
2.37999443        6.28318531       0.02854212
2.41172769        0.00000000       0.02854212
2.41172769        0.06346652       0.02575099
2.41172769        0.12693304       0.02306013
2.41172769        0.19039955       0.02050139
2.41172769        0.25386607       0.01811515
2.41172769        0.31733259       0.01595396
2.41172769        0.38079911       0.01408632
2.41172769        0.44426563       0.01259696
2.41172769        0.50773215       0.01157598
2.41172769        0.57119866       0.01108929
2.41172769        0.63466518       0.01113985
2.41172769        0.69813170       0.01165445
2.41172769        0.76159822       0.01251338
2.41172769        0.82506474       0.01359371
2.41172769        0.88853126       0.01479438
2.41172769        0.95199777       0.01604094
2.41172769        1.01546429       0.01728096
2.41172769        1.07893081       0.01847794
2.41172769        1.14239733       0.01960632
2.41172769        1.20586385       0.02064797
2.41172769        1.26933037       0.02158990
2.41172769        1.33279688       0.02242273
2.41172769        1.39626340       0.02313966
2.41172769        1.45972992       0.02373587
2.41172769        1.52319644       0.02420799
2.41172769        1.58666296       0.02455388
2.41172769        1.65012947       0.02477236
2.41172769        1.71359599       0.02486308
2.41172769        1.77706251       0.02482644
2.41172769        1.84052903       0.02466345
2.41172769        1.90399555       0.02437575
2.41172769        1.96746207       0.02396553
2.41172769        2.03092858       0.02343550
2.41172769        2.09439510       0.02278886
2.41172769        2.15786162       0.02202932
2.41172769        2.22132814       0.02116103
2.41172769        2.28479466       0.02018861
2.41172769        2.34826118       0.01911709
2.41172769        2.41172769       0.01795194
2.41172769        2.47519421       0.01669902
2.41172769        2.53866073       0.01536457
2.41172769        2.60212725       0.01354242
2.41172769        2.66559377       0.01164525
2.41172769        2.72906028       0.00986071
2.41172769        2.79252680       0.00817468
2.41172769        2.85599332       0.00657266
2.41172769        2.91945984       0.00503982
2.41172769        2.98292636       0.00356107
2.41172769        3.04639288       0.00212109
2.41172769        3.10985939       0.00070443
2.41172769        3.17332591       0.00070443
2.41172769        3.23679243       0.00212109
2.41172769        3.30025895       0.00356107
2.41172769        3.36372547       0.00503982
2.41172769        3.42719199       0.00657266
2.41172769        3.49065850       0.00817468
2.41172769        3.55412502       0.00986071
2.41172769        3.61759154       0.01164525
2.41172769        3.68105806       0.01354242
2.41172769        3.74452458       0.01536457
2.41172769        3.80799110       0.01669902
2.41172769        3.87145761       0.01795194
2.41172769        3.93492413       0.01911709
2.41172769        3.99839065       0.02018861
2.41172769        4.06185717       0.02116103
2.41172769        4.12532369       0.02202932
2.41172769        4.18879020       0.02278886
2.41172769        4.25225672       0.02343550
2.41172769        4.31572324       0.02396553
2.41172769        4.37918976       0.02437575
2.41172769        4.44265628       0.02466345
2.41172769        4.50612280       0.02482644
2.41172769        4.56958931       0.02486308
2.41172769        4.63305583       0.02477236
2.41172769        4.69652235       0.02455388
2.41172769        4.75998887       0.02420799
2.41172769        4.82345539       0.02373587
2.41172769        4.88692191       0.02313966
2.41172769        4.95038842       0.02242273
2.41172769        5.01385494       0.02158990
2.41172769        5.07732146       0.02064797
2.41172769        5.14078798       0.01960632
2.41172769        5.20425450       0.01847794
2.41172769        5.26772102       0.01728096
2.41172769        5.33118753       0.01604094
2.41172769        5.39465405       0.01479438
2.41172769        5.45812057       0.01359371
2.41172769        5.52158709       0.01251338
2.41172769        5.58505361       0.01165445
2.41172769        5.64852012       0.01113985
2.41172769        5.71198664       0.01108929
2.41172769        5.77545316       0.01157598
2.41172769        5.83891968       0.01259696
2.41172769        5.90238620       0.01408632
2.41172769        5.96585272       0.01595396
2.41172769        6.02931923       0.01811515
2.41172769        6.09278575       0.02050139
2.41172769        6.15625227       0.02306013
2.41172769        6.21971879       0.02575099
2.41172769        6.28318531       0.02854212
2.44346095        0.00000000       0.02854212
2.44346095        0.06346652       0.02567992
2.44346095        0.12693304       0.02293705
2.44346095        0.19039955       0.02033805
2.44346095        0.25386607       0.01791322
2.44346095        0.31733259       0.01570158
2.44346095        0.38079911       0.01375442
2.44346095        0.44426563       0.01213756
2.44346095        0.50773215       0.01092751
2.44346095        0.57119866       0.01019328
2.44346095        0.63466518       0.00996279
2.44346095        0.69813170       0.01019630
2.44346095        0.76159822       0.01079651
2.44346095        0.82506474       0.01164718
2.44346095        0.88853126       0.01264558
2.44346095        0.95199777       0.01371393
2.44346095        1.01546429       0.01479747
2.44346095        1.07893081       0.01585868
2.44346095        1.14239733       0.01687184
2.44346095        1.20586385       0.01781915
2.44346095        1.26933037       0.01868799
2.44346095        1.33279688       0.01946928
2.44346095        1.39626340       0.02015630
2.44346095        1.45972992       0.02074399
2.44346095        1.52319644       0.02122847
2.44346095        1.58666296       0.02160676
2.44346095        1.65012947       0.02187655
2.44346095        1.71359599       0.02203613
2.44346095        1.77706251       0.02208430
2.44346095        1.84052903       0.02202032
2.44346095        1.90399555       0.02184396
2.44346095        1.96746207       0.02155547
2.44346095        2.03092858       0.02115561
2.44346095        2.09439510       0.02064566
2.44346095        2.15786162       0.02002748
2.44346095        2.22132814       0.01930348
2.44346095        2.28479466       0.01847668
2.44346095        2.34826118       0.01755071
2.44346095        2.41172769       0.01652980
2.44346095        2.47519421       0.01541882
2.44346095        2.53866073       0.01422321
2.44346095        2.60212725       0.01294901
2.44346095        2.66559377       0.01130585
2.44346095        2.72906028       0.00960123
2.44346095        2.79252680       0.00798131
2.44346095        2.85599332       0.00643294
2.44346095        2.91945984       0.00494299
2.44346095        2.98292636       0.00349839
2.44346095        3.04639288       0.00208612
2.44346095        3.10985939       0.00069322
2.44346095        3.17332591       0.00069322
2.44346095        3.23679243       0.00208612
2.44346095        3.30025895       0.00349839
2.44346095        3.36372547       0.00494299
2.44346095        3.42719199       0.00643294
2.44346095        3.49065850       0.00798131
2.44346095        3.55412502       0.00960123
2.44346095        3.61759154       0.01130585
2.44346095        3.68105806       0.01294901
2.44346095        3.74452458       0.01422321
2.44346095        3.80799110       0.01541882
2.44346095        3.87145761       0.01652980
2.44346095        3.93492413       0.01755071
2.44346095        3.99839065       0.01847668
2.44346095        4.06185717       0.01930348
2.44346095        4.12532369       0.02002748
2.44346095        4.18879020       0.02064566
2.44346095        4.25225672       0.02115561
2.44346095        4.31572324       0.02155547
2.44346095        4.37918976       0.02184396
2.44346095        4.44265628       0.02202032
2.44346095        4.50612280       0.02208430
2.44346095        4.56958931       0.02203613
2.44346095        4.63305583       0.02187655
2.44346095        4.69652235       0.02160676
2.44346095        4.75998887       0.02122847
2.44346095        4.82345539       0.02074399
2.44346095        4.88692191       0.02015630
2.44346095        4.95038842       0.01946928
2.44346095        5.01385494       0.01868799
2.44346095        5.07732146       0.01781915
2.44346095        5.14078798       0.01687184
2.44346095        5.20425450       0.01585868
2.44346095        5.26772102       0.01479747
2.44346095        5.33118753       0.01371393
2.44346095        5.39465405       0.01264558
2.44346095        5.45812057       0.01164718
2.44346095        5.52158709       0.01079651
2.44346095        5.58505361       0.01019630
2.44346095        5.64852012       0.00996279
2.44346095        5.71198664       0.01019328
2.44346095        5.77545316       0.01092751
2.44346095        5.83891968       0.01213756
2.44346095        5.90238620       0.01375442
2.44346095        5.96585272       0.01570158
2.44346095        6.02931923       0.01791322
2.44346095        6.09278575       0.02033805
2.44346095        6.15625227       0.02293705
2.44346095        6.21971879       0.02567992
2.44346095        6.28318531       0.02854212
2.47519421        0.00000000       0.02854212
2.47519421        0.06346652       0.02562311
2.47519421        0.12693304       0.02284770
2.47519421        0.19039955       0.02023353
2.47519421        0.25386607       0.01780142
2.47519421        0.31733259       0.01557760
2.47519421        0.38079911       0.01359652
2.47519421        0.44426563       0.01190359
2.47519421        0.50773215       0.01055545
2.47519421        0.57119866       0.00961210
2.47519421        0.63466518       0.00911556
2.47519421        0.69813170       0.00906175
2.47519421        0.76159822       0.00939022
2.47519421        0.82506474       0.01000572
2.47519421        0.88853126       0.01081109
2.47519421        0.95199777       0.01172698
2.47519421        1.01546429       0.01269559
2.47519421        1.07893081       0.01367685
2.47519421        1.14239733       0.01464316
2.47519421        1.20586385       0.01557519
2.47519421        1.26933037       0.01645885
2.47519421        1.33279688       0.01728335
2.47519421        1.39626340       0.01803995
2.47519421        1.45972992       0.01872118
2.47519421        1.52319644       0.01932041
2.47519421        1.58666296       0.01983157
2.47519421        1.65012947       0.02024904
2.47519421        1.71359599       0.02056761
2.47519421        1.77706251       0.02078252
2.47519421        1.84052903       0.02088947
2.47519421        1.90399555       0.02088476
2.47519421        1.96746207       0.02076533
2.47519421        2.03092858       0.02052885
2.47519421        2.09439510       0.02017381
2.47519421        2.15786162       0.01969959
2.47519421        2.22132814       0.01910651
2.47519421        2.28479466       0.01839587
2.47519421        2.34826118       0.01757000
2.47519421        2.41172769       0.01663225
2.47519421        2.47519421       0.01558700
2.47519421        2.53866073       0.01443964
2.47519421        2.60212725       0.01319654
2.47519421        2.66559377       0.01186502
2.47519421        2.72906028       0.01045323
2.47519421        2.79252680       0.00876592
2.47519421        2.85599332       0.00710565
2.47519421        2.91945984       0.00548571
2.47519421        2.98292636       0.00389664
2.47519421        3.04639288       0.00232935
2.47519421        3.10985939       0.00077502
2.47519421        3.17332591       0.00077502
2.47519421        3.23679243       0.00232935
2.47519421        3.30025895       0.00389664
2.47519421        3.36372547       0.00548571
2.47519421        3.42719199       0.00710565
2.47519421        3.49065850       0.00876592
2.47519421        3.55412502       0.01045323
2.47519421        3.61759154       0.01186502
2.47519421        3.68105806       0.01319654
2.47519421        3.74452458       0.01443964
2.47519421        3.80799110       0.01558700
2.47519421        3.87145761       0.01663225
2.47519421        3.93492413       0.01757000
2.47519421        3.99839065       0.01839587
2.47519421        4.06185717       0.01910651
2.47519421        4.12532369       0.01969959
2.47519421        4.18879020       0.02017381
2.47519421        4.25225672       0.02052885
2.47519421        4.31572324       0.02076533
2.47519421        4.37918976       0.02088476
2.47519421        4.44265628       0.02088947
2.47519421        4.50612280       0.02078252
2.47519421        4.56958931       0.02056761
2.47519421        4.63305583       0.02024904
2.47519421        4.69652235       0.01983157
2.47519421        4.75998887       0.01932041
2.47519421        4.82345539       0.01872118
2.47519421        4.88692191       0.01803995
2.47519421        4.95038842       0.01728335
2.47519421        5.01385494       0.01645885
2.47519421        5.07732146       0.01557519
2.47519421        5.14078798       0.01464316
2.47519421        5.20425450       0.01367685
